Mark,Hamill,1,8.6
Whoopi,Goldberg,1,8.5
Anthony,Perkins,1,8.5
Rami,Malek,1,8.4
Kristen ,Wiig,2,8.3
Kate,Winslet,4,8.1
Harrison,Ford,9,8.077777777777776
Natalie ,Portman,1,8.0
Robert,Shaw,1,8.0
Alden,Ehrenreich,1,8.0
Molly ,Ringwald,2,7.95
John,Travolta,4,7.949999999999999
Daisy,Ridley,3,7.8999999999999995
Audrey,Hepburn,2,7.85
Matthew,Broderick,1,7.8
Thandie,Newton,2,7.75
Tom,Hanks,2,7.55
Leonardo ,DiCaprio,2,7.55
Macaulay,Culkin,1,7.5
Alicia,Silverstone,2,7.199999999999999
